id,created_at,text,retweet_count,favorite_count
846633335405379584,Tue Mar 28 08:01:31 +0000 2017,A 200-pound gold coin worth more than $1 million was stolen from a museum in Germany https://t.co/8I3cQ0noIu https://t.co/WICcrpiSet,189,246
846630439817269248,Tue Mar 28 07:50:01 +0000 2017,Jordan Matadamas is starting over after being deported. This is what it's like to be a stranger in your own country… https://t.co/7H9Jb0ckyG,95,162
846627924199530496,Tue Mar 28 07:40:01 +0000 2017,"Call it ""litbait."" A Dallas bookstore is trying out clickbait teases to get people to read classic novels… https://t.co/RHTnozmeuT",96,212
846625659266969601,Tue Mar 28 07:31:01 +0000 2017,This designer clothing line is both stylish and bulletproof https://t.co/RWXBl6WNbP https://t.co/Sc7x8gVrgQ,112,257
846623466501689344,Tue Mar 28 07:22:18 +0000 2017,3 teens dressed in black and wearing masks were killed by a resident when they broke into a home in Oklahoma… https://t.co/LroHHWTjxg,241,434
846621884510863360,Tue Mar 28 07:16:01 +0000 2017,"These women protested abortion bills in Texas wearing costumes based on dystopian novel ""The Handmaid's Tale""… https://t.co/y9LQ4x0Su6",147,364
846619871530094593,Tue Mar 28 07:08:01 +0000 2017,In a city that doesn't recognize same-sex marriage here's how Hong Kong pop stars challenge gender norms… https://t.co/mfKHUOdZ7C,73,195
846618212758380545,Tue Mar 28 07:01:25 +0000 2017,This Japanese firm has been cultivating a type of algae that it hopes could be used to power aircraft.… https://t.co/S4Eq8AbRSw,228,322
846616095943462912,Tue Mar 28 06:53:01 +0000 2017,Trump administration wants first $1B of wall funding to cover 62 miles including replacing some existing fencing… https://t.co/6xTWt3IcpL,79,153
846614334356754432,Tue Mar 28 06:46:01 +0000 2017,Domestic abuse survivor marries the first responder who came to her rescue https://t.co/8ZOmJMksiO https://t.co/ovEDxV5Sbk,150,829
846612321896206336,Tue Mar 28 06:38:01 +0000 2017,Researchers identify nearly 80 rare genetic syndromes where obesity is a key symptom https://t.co/YPnJdEiyOG https://t.co/uujBNbHitx,86,133
846610661861941250,Tue Mar 28 06:31:25 +0000 2017,The world's biggest dinosaur footprint has been discovered in northwestern Australia. https://t.co/Dtcg6faKCZ https://t.co/OXhhl9df5F,637,1137
846608803625930752,Tue Mar 28 06:24:02 +0000 2017,US Pentagon officials see a resurgent Russian military expanding into Afghanistan and  Libya https://t.co/pYU7e1Ypnc https://t.co/Q4zHfFRz3f,164,137
846807021181718528,Tue Mar 28 19:31:41 +0000 2017,Laptop cabin ban 'ineffective' says IATA https://t.co/10QDHut07o,43,36
846806501117349888,Tue Mar 28 19:29:37 +0000 2017,RT @BBCWorld: Swiss skier claims world first quad cork 1800 https://t.co/v7DtS4Iixk https://t.co/4WIallZiBO,407,0
846806031674064896,Tue Mar 28 19:27:45 +0000 2017,Police appeal after mother vanishes with two sons https://t.co/D2ntJX4mtb,107,25
846799324285566976,Tue Mar 28 19:01:06 +0000 2017,"""For goodness sake get a life!"" - The Daily Mail answers critics of 'sexist' front page https://t.co/9YpFVv6cOe https://t.co/dIRi9Giam1",50,99
846799212679442433,Tue Mar 28 19:00:39 +0000 2017,Kent property tycoon investigated over 'disgusting remarks' https://t.co/2u0V3CepZf,17,25
846796631508955143,Tue Mar 28 18:50:24 +0000 2017,The UK's new #poundcoin has been released so what should you do with your old round pounds?… https://t.co/1QSQwPOpxv,94,98
846794874905092099,Tue Mar 28 18:43:25 +0000 2017,"RT @BBCBreaking: ""It's about making America wealthy again"" - @POTUS on overturning key parts of Obama's plan to tackle global warming https…",365,0
846794852268490754,Tue Mar 28 18:43:20 +0000 2017,RT @BBCWorld: President Trump explains what exactly The Energy Independence Executive Order entails https://t.co/eB4iDaX0Y6 https://t.co/gj…,123,0
846793622305562624,Tue Mar 28 18:38:26 +0000 2017,Stephen Port's dealer admits supplying killer with drugs https://t.co/UTfbpDKiwj,17,16
846793622179778560,Tue Mar 28 18:38:26 +0000 2017,Exeter woman Christine Copley who starved son guilty of cruelty https://t.co/UerpBxf6z1,18,30
846791220676476930,Tue Mar 28 18:28:54 +0000 2017,RT @BBCBreaking: President Donald Trump signs executive order rolling back Obama-era rules aimed at tackling global warming https://t.co/dp…,483,0
846787009871953920,Tue Mar 28 18:12:10 +0000 2017,Iraqi government forces have to convince Mosul residents what they are doing is justified - @BowenBBC… https://t.co/k3bY27WYmr,42,48
846775407324073984,Tue Mar 28 17:26:04 +0000 2017,A consultation on whether to move Channel 4 out of London is being launched - Culture Secretary Karen Bradley says  https://t.co/7gO6pyq6Kd,33,36
846771859278454785,Tue Mar 28 17:11:58 +0000 2017,Channel 4 'could move out of London' https://t.co/UmkC4dAPyl,40,59
846767912576704514,Tue Mar 28 16:56:17 +0000 2017,RT @BBCNormanS: UK Govt double rebuff to @ScotGovFM . No to Section 30. And No to 2nd independence referendum until well after Brexit.,37,0
846765002711273472,Tue Mar 28 16:44:43 +0000 2017,RT @ChrisMasonBBC: The Government is launching a consultation on whether to move Channel 4 out of London Culture Secretary Karen Bradley h…,34,0
846760831249334277,Tue Mar 28 16:28:08 +0000 2017,"Now not time for #indyref2 but when ""terms of #Brexit are clear"" - @NicolaSturgeon https://t.co/hNPCadhagX https://t.co/HtBgHuQb9Z",56,76
846760690291560449,Tue Mar 28 16:27:35 +0000 2017,Scottish Parliament backs referendum call https://t.co/iaZ1YWmiaT,62,79
846757579275419648,Tue Mar 28 16:15:13 +0000 2017,MSPs back second Scottish referendum by 69 votes to 59 https://t.co/hNPCadhagX https://t.co/AUQgq4at8W,312,319
846757461218529281,Tue Mar 28 16:14:45 +0000 2017,RT @BBCBreaking: Nicola Sturgeon's call for second Scotland independence referendum formally backed by Scottish Parliament https://t.co/j4B…,1661,0
846744276876840962,Tue Mar 28 15:22:22 +0000 2017,First Muslim Women's Day celebrated https://t.co/DCqTBy3wCD https://t.co/kKgKYM0BYv,105,261
846744233168027653,Tue Mar 28 15:22:11 +0000 2017,RT @BBCParliament: MP Tobias Ellwood in Commons speaks about Westminster attack: I was one of many that stepped forward he says https://t.…,27,0
846742356569284609,Tue Mar 28 15:14:44 +0000 2017,New £1 coin 'cost Llandudno amusement arcade owner £30000' https://t.co/O2fpVsvKkp,41,32
846739723511050240,Tue Mar 28 15:04:16 +0000 2017,"Megan was raped on a night out she told @VictoriaLIVE a judge was right to talk about ""women's drunkenness""… https://t.co/NLKH4mZsEj",62,74
846728919755735040,Tue Mar 28 14:21:20 +0000 2017,Brexit: Theresa May eyes 'special partnership' with EU https://t.co/FC7Vwg2UEZ,44,47
846728108564762625,Tue Mar 28 14:18:07 +0000 2017,When @ProfBrianCox joins @PostmanPat  https://t.co/SdtxqEtjzX https://t.co/XbzaBUwmHe,149,561
846723624732110854,Tue Mar 28 14:00:18 +0000 2017,Independent Press Standards Organisation receives at least 300 complaints about Daily Mail #legsit front page  https://t.co/DPFragu6nD,87,154
846721196649525248,Tue Mar 28 13:50:39 +0000 2017,RT @BBCScotlandNews: MSPs have resumed the #indyref2 debate postponed during last week's Westminster attack. Watch live here: https://t.co…,9,0
846717533591916545,Tue Mar 28 13:36:05 +0000 2017,With the new £1 released today #poundcoin is trending on @Twitter  https://t.co/OSOvbypLps https://t.co/rZ2DQquFCk,250,297
846714453395722240,Tue Mar 28 13:23:51 +0000 2017,RT @BBCCareers: #BBCNews are now recruiting for their #Disabled #Journalists' Programme! Various levels of experience welcome! https://t.co…,75,0
846706353737515008,Tue Mar 28 12:51:40 +0000 2017,RT @BBCNormanS: Statement from Daily Mail re #legsit #po-faced #bbc https://t.co/S2DztWSghq,55,0
846703883107942400,Tue Mar 28 12:41:51 +0000 2017,RT @BBC_HaveYourSay: And now for some happy news! Mother's little princess the lost wallet and the dream tickets https://t.co/bV9Tewi1P5 #…,33,0
846700092195266560,Tue Mar 28 12:26:47 +0000 2017,Daily Mail's 'Who won Legs-it!' headline draws scorn https://t.co/bjGZ20uqvb https://t.co/wv6z4KGpao,26,38
846698823661621249,Tue Mar 28 12:21:45 +0000 2017,Stormont talks: Westminster to 'consider all options' after Easter https://t.co/e9QYrhINph,15,19
846698042615050241,Tue Mar 28 12:18:38 +0000 2017,Police to patrol outside Holyrood with Tasers https://t.co/IJk7Wryanv,19,26
846691025728946176,Tue Mar 28 11:50:45 +0000 2017,"NI Secretary @JBrokenshire says ""should talks not succeed... the government will have to consider all options.""… https://t.co/V9cOlBxdm8",30,34
846690600288169984,Tue Mar 28 11:49:04 +0000 2017,MPs criticise bat attack abuse sentence https://t.co/V8qBBgPyna,40,47
846676240157347840,Tue Mar 28 10:52:00 +0000 2017,How can the UK be protected from terrorism? Answering the questions the BBC has received after the London attack  https://t.co/S7aRspicPe,29,37
846674979378937857,Tue Mar 28 10:47:00 +0000 2017,Windsor Castle anti-terror barriers 'ugly' locals say https://t.co/d3JeZ7bWj5,33,49
846667868896940036,Tue Mar 28 10:18:44 +0000 2017,"What's the reality behind arguments over the UK's #Brexit ""divorce bill""? https://t.co/ZqaKdpIYT1",13,21
846666407760740352,Tue Mar 28 10:12:56 +0000 2017,"""This is the moment we have all been fighting hard for"" – Marine A's wife on hearing he could be freed within weeks… https://t.co/zYP6grn4GN",107,252
846660483948183556,Tue Mar 28 09:49:24 +0000 2017,Marine A sentence reduced to seven years https://t.co/uhlzVIjSZX,47,98
846659639290814464,Tue Mar 28 09:46:02 +0000 2017,RT @BBCBreaking: Marine A sentenced to seven years for manslaughter of wounded Taliban fighter in Afghanistan https://t.co/onVYQld0LL,360,0
846657430834556928,Tue Mar 28 09:37:16 +0000 2017,RT @BBC_HaveYourSay: Questions about Brexit &amp; immigration? Our Home Affairs ed will answer yours.  1130BST BBC News Channel #BBCAskThis htt…,11,0
846650733105700866,Tue Mar 28 09:10:39 +0000 2017,RT @BBCSport: The dynasty continues!  Shaun Wright-Phillips' son has been called up for England's Under-16 squad  https://t.co/2RO0LmrW3D h…,177,0
846649051080724480,Tue Mar 28 09:03:58 +0000 2017,Police investigating 'human waste in Coca Cola cans' https://t.co/unLz4n8ZUo,190,101
846648542944989184,Tue Mar 28 09:01:57 +0000 2017,"""Deliberately provocative and deliberately demeaning"" – politicians and social media up in arms over #legsit  https://t.co/OtPIcpV0dH",127,205
846631970343993344,Tue Mar 28 07:56:06 +0000 2017,RT @bbc5live: Some people are not happy with the Daily Mail this morning... 📰 #legsit https://t.co/RECNM78323,204,0
846631574632366081,Tue Mar 28 07:54:31 +0000 2017,One in six UK roads risk becoming damaged beyond repair due to potholes a new survey suggests https://t.co/QAuXfdHKeH,112,99
846623818932273152,Tue Mar 28 07:23:42 +0000 2017,"RT @BBCEngland: Craft beer maker BrewDog is branded ""hypocritical"" after its lawyers forced a new pub to change its name https://t.co/NIYO8…",23,0
846621337560993792,Tue Mar 28 07:13:50 +0000 2017,RT @BBCBenThompson: Mars says Maltesers M&amp;Ms Minstrels to shrink by 15% to keep price down. Do you prefer higher price or smaller product…,62,0
846619712461160448,Tue Mar 28 07:07:23 +0000 2017,RT @BBCNewsround: 'I felt like someone had entered my head'  Josh explains what it's like to live with a mental health issue https://t.co/7…,67,0
846618492874969088,Tue Mar 28 07:02:32 +0000 2017,RT @BBCEngland: Tesco apologizes to a farmer for using a photo of him on its website - when he had nothing to do with the company https://t…,12,0
846614564653465600,Tue Mar 28 06:46:56 +0000 2017,London attacker's wife condemns actions https://t.co/dNiUKzRpHd,34,48
846613845854638080,Tue Mar 28 06:44:04 +0000 2017,"RT @BBCBreaking: Wife of London attacker Khalid Masood says she is ""saddened and shocked"" and condemns his actions https://t.co/Kq9jiwBFGH",254,0
846610356663406592,Tue Mar 28 06:30:12 +0000 2017,Quids in? The new 12-sided £1 coin comes into circulation today with a hidden security feature… https://t.co/83JiasYU7U,265,286
846608324250517504,Tue Mar 28 06:22:08 +0000 2017,Tesco fined £129m for overstating profits https://t.co/6jTu8yMCFQ,57,72
846607809294819328,Tue Mar 28 06:20:05 +0000 2017,RT @BBCBreaking: UK supermarket @Tesco agrees to pay £129m fine for overstating its profits in 2014 but says it won't be prosecuted  https:…,216,0
846576784934100995,Tue Mar 28 04:16:48 +0000 2017,Rape victim says judge 'right about women's drunkenness' https://t.co/uDjRTnF6Nh,38,79
846541113292984327,Tue Mar 28 01:55:04 +0000 2017,Bowel cancer tool to boost diagnosis in under-50s https://t.co/PaDGFQVlMZ,55,93
846538507661332481,Tue Mar 28 01:44:42 +0000 2017,MSPs to back call for Scottish independence vote https://t.co/3Uy6mgJThi,39,61
846519027539333120,Tue Mar 28 00:27:18 +0000 2017,Councils 'face funding gap' to fix roads https://t.co/F7o9xNAMpd,22,36
846519027426045952,Tue Mar 28 00:27:18 +0000 2017,New £1 coin's 'hidden' security feature https://t.co/rc8zYNxtJL,70,98
846518178268299265,Tue Mar 28 00:23:55 +0000 2017,Devon farmer challenges Tesco over promotional picture https://t.co/icT3gYqtxt,13,30
846514626372288513,Tue Mar 28 00:09:49 +0000 2017,MPs deny foreign aid cash being 'wasted' https://t.co/W67imqe5WM,22,28
846510079000133632,Mon Mar 27 23:51:44 +0000 2017,NHS funding review for gluten-free food https://t.co/MoyozGPU1V,50,71
846478776527732737,Mon Mar 27 21:47:21 +0000 2017,"Tuesday's FT: ""Leading shareholders rebel over Tesco's £3.7bn bid to buy Booker"" #bbcpapers (via @hendopolis) https://t.co/b54leFXFQQ",26,25
846478725298507777,Mon Mar 27 21:47:09 +0000 2017,"Tuesday's i: ""The Great British Stand-Off"" #tomorrowspaperstoday #bbcpapers (via @hendopolis) https://t.co/tFiu9MIwuf",22,35
846478686928977920,Mon Mar 27 21:47:00 +0000 2017,"Tuesday's Metro: ""Terror killer's mother: I weep for the victims"" #tomorrowspaperstoday #bbcpapers (via @hendopolis) https://t.co/AWU75tYqwP",22,29
846478645275320321,Mon Mar 27 21:46:50 +0000 2017,"Tuesday's Daily star: ""George Michael's secret midnight graveyard mystery"" #bbcpapers (via @hendopolis) https://t.co/zKFlF1P4Ct",12,31
846478600484327424,Mon Mar 27 21:46:39 +0000 2017,"Tuesday's Daily Express: ""EU owes Britain billions"" #tomorrowspaperstoday #bbcpapers (via @hendopolis) https://t.co/2I2R58GsPr",52,60
846478568087568384,Mon Mar 27 21:46:32 +0000 2017,"Tuesday's Telegraph: ""Cut the red tape choking Britain"" #tomorrowspaperstoday #bbcpapers (via @hendopolis) https://t.co/LSmQZgwo4L",15,26
846478538677125125,Mon Mar 27 21:46:25 +0000 2017,"Tuesday's Sun: ""U-Swizz"" #tomorrowspaperstoday #bbcpapers (via @hendopolis) https://t.co/KdcLlSfxiL",11,17
846478511925841922,Mon Mar 27 21:46:18 +0000 2017,"Tuesday's Daily Mail: ""Blueprint to save the NHS"" #tomorrowspaperstoday #bbcpapers (via @hendopolis) https://t.co/h9zowfPeIQ",33,54
846478476370726912,Mon Mar 27 21:46:10 +0000 2017,"Tuesday's Guardian: ""Focus on EU trade deal not divorce bill rebels tell May"" #bbcpapers (via @hendopolis) https://t.co/2OJmGcWcj8",28,22
846478422830395397,Mon Mar 27 21:45:57 +0000 2017,"Tuesday's Mirror: ""He drove at 76mph"" #tomorrowspaperstoday #bbcpapers (via @hendopolis) https://t.co/16La6EKjWq",37,45
846471580876230656,Mon Mar 27 21:18:46 +0000 2017,The makeshift weapons being used to fight so-called Islamic State.   Watch in full: https://t.co/QmJbuR5gsF… https://t.co/LfOqDTdR7R,51,74
846468502068322306,Mon Mar 27 21:06:32 +0000 2017,"RT @BBCNewsnight: TONIGHT: ""The idea of race is a lie"" - exclusive interview with activist @RachelADolezal from 22:30 on BBC Two https://t.…",17,0
846468424465182720,Mon Mar 27 21:06:13 +0000 2017,"People who voted to remain feel they've been ""written out of their own future"" - @UKLabour's #Brexit Shadow Secreta… https://t.co/st2toa8CrU",347,576
846467326971076608,Mon Mar 27 21:01:52 +0000 2017,"""There is no hard Brexit and soft Brexit there is simply #Brexit"" - @MelanieLatest #bbcqt https://t.co/JpMuQwbaxP https://t.co/lkaIpYqvp2",157,321
846464396436127748,Mon Mar 27 20:50:13 +0000 2017,RT @bbcquestiontime: Alex Salmond says that the attitude of Westminster towards the devolved administrations has been 'contemptuous' #bbcqt…,565,0
846459452840710144,Mon Mar 27 20:30:34 +0000 2017,"The new quid on the block - the UK's latest £1 coin is said to be the ""most secure in the world""… https://t.co/XvH0Smqo9h",185,255
846458730514284544,Mon Mar 27 20:27:42 +0000 2017,"Cap on EU nationals in UK? ""No...From time to time we'll need more from time to time we'll need less"" #Brexit Sec… https://t.co/t1ATAKTTcb",70,103
846454120441692160,Mon Mar 27 20:09:23 +0000 2017,RT @bbcquestiontime: Nick Clegg says that UK should 'settle the tab' with the EU before leaving #bbcqt https://t.co/Cc8lC5uZ0w,137,0
846453906414751745,Mon Mar 27 20:08:32 +0000 2017,RT @bbcquestiontime: Suzanne Evans agrees that no deal is better than getting a bad deal when it comes to negotiating the UK's exit from th…,82,0
846451186282745856,Mon Mar 27 19:57:43 +0000 2017,The family of Kurt Cochran the US man killed in the Westminster attack says he would bear no ill will towards anyo… https://t.co/H1APHAKrE7,84,260
846448077644988422,Mon Mar 27 19:45:22 +0000 2017,RT @BBCSport: The FA have fined Manchester City for their players' behaviour during the 1-1 draw with Liverpool.  Read more: https://t.co/v…,31,0
846447570339745792,Mon Mar 27 19:43:21 +0000 2017,Windsor Castle barriers installed for Changing of the Guard https://t.co/FWQLoB25Ju,61,101
846446690987102208,Mon Mar 27 19:39:52 +0000 2017,Brexit Question Time: Davis Salmond and Clegg on panel https://t.co/rlP16pbFpt,15,30
846444277894909953,Mon Mar 27 19:30:16 +0000 2017,Britain After #Brexit #bbcqt special with @DavidDavisMP @Keir_Starmer @nick_clegg @SuzanneEvans1 @AlexSalmond… https://t.co/NR1lQ08hO7,33,52
846442622109564929,Mon Mar 27 19:23:41 +0000 2017,RT @BBCWorld: The makeshift weapons being used to fight so-called Islamic State  Watch @BowenBBC's report in full: https://t.co/cI9pw4CDIv…,133,0
846436483015856130,Mon Mar 27 18:59:18 +0000 2017,Tesco shareholder opposes £3.7bn Booker takeover https://t.co/1tSYOjDUAJ,22,41
846436246964621316,Mon Mar 27 18:58:21 +0000 2017,RT @BenjaminZand: Pimps Prostitutes and Refugees: https://t.co/vFW3qGvUnJ. The nightclub where women are locked up and the Syrians forced…,103,0
846435562114502661,Mon Mar 27 18:55:38 +0000 2017,Children at Bright Sparks nursery in Taibach 'force-fed' https://t.co/qI6zV6w1Zi,30,28
846429110066974721,Mon Mar 27 18:30:00 +0000 2017,Brexit won't be completed in two years says Simon Fraser https://t.co/94HV6hJ68v,55,63
846406564047024128,Mon Mar 27 17:00:24 +0000 2017,"""I wished her well for the negotiations ... When she triggers Article 50"" says @NicolaSturgeon on talks with PM May… https://t.co/6i2LiUkt6a",300,418
846394975680184324,Mon Mar 27 16:14:22 +0000 2017,Masood mother 'shocked and saddened' https://t.co/MDDwv0z7GU,29,30
846390224506798080,Mon Mar 27 15:55:29 +0000 2017,Violette Uwamahoro: Rwanda court order release of UK woman https://t.co/HDzXyL3PMT,27,30
846388067648897029,Mon Mar 27 15:46:55 +0000 2017,"Sound as a 12-sided pound? The ""most secure coin in the world"" comes out tomorrow  https://t.co/aCudbaTvyN https://t.co/1eGWwmEzUF",262,334
846386729523302400,Mon Mar 27 15:41:36 +0000 2017,RT @bbclaurak: Brokenshire - the window is a 'short few weeks',5,0
846817090237612033,Tue Mar 28 20:11:42 +0000 2017,RT @APWestRegion: Despite failure of Obamacare repeal some state lawmakers press ahead with efforts to safeguard birth control access http…,3,0
846814413445365761,Tue Mar 28 20:01:03 +0000 2017,Reputed mobster believed to be the model for 'The Sopranos' gets prison for plotting the death of rival. https://t.co/MywYYcXR9D,35,27
846810211465773056,Tue Mar 28 19:44:22 +0000 2017,RT @APSouthRegion: Was it a case of iWant? Police say a woman posing as Target employee stole $40K in iPhones. https://t.co/gefBUhWmra,10,0
846806864331522049,Tue Mar 28 19:31:04 +0000 2017,Man in Puerto Rico sentenced to 7 years in prison for biting off the head of a Chihuahua punching his girlfriend. https://t.co/QjkmPtHcTM,107,76
846799260662288385,Tue Mar 28 19:00:51 +0000 2017,"Ad: 48 years ago today Ike died - Get @AP book ""Dwight D. Eisenhower"" https://t.co/AT4vNVhtMX https://t.co/NnIuh6PSNy",49,114
846795943383109633,Tue Mar 28 18:47:40 +0000 2017,RT @AP_Oddities: Smothered: Alabama man sues says grease and sewage from a Waffle House seeped onto his property. https://t.co/kTcddKblsc…,28,0
846795312647864320,Tue Mar 28 18:45:09 +0000 2017,3 Iraqis living in the U.S. as refugees charged with visa fraud after being accused of hiding ties to kidnapper. https://t.co/RuuigLAMzE,111,95
846794027676635139,Tue Mar 28 18:40:03 +0000 2017,President Trump signs executive order that will roll back many of Obama's efforts to curb global warming. https://t.co/l0OXgfr72o,269,203
846792709704744960,Tue Mar 28 18:34:49 +0000 2017,RT @APEastRegion: Victim: Chaotic scene patrons crawling over one another to reach exits during fatal nightclub shooting. Story: https://t…,16,0
846791438402830336,Tue Mar 28 18:29:46 +0000 2017,BREAKING: President Donald Trump signs executive order rolling back Obama's efforts to combat climate change.,1855,1122
846789644184440834,Tue Mar 28 18:22:38 +0000 2017,U.S. regulators OK the first powerful injected medicine to treat serious cases of the skin condition eczema. https://t.co/5c2QKaJz8G,86,103
846788842761965569,Tue Mar 28 18:19:27 +0000 2017,RT @APCentralRegion: Judge approves deal to replace water lines in at least 18000 homes in lead-tainted Flint Michigan. https://t.co/0kfI…,60,0
846784571760918529,Tue Mar 28 18:02:29 +0000 2017,RT @AP_Oddities: German police say suspects used wheelbarrow to make off with a 221-pound gold coin worth millions. https://t.co/dWZvFOoxmJ…,78,0
846784553217933312,Tue Mar 28 18:02:24 +0000 2017,RT @APEntertainment: Swimming champ #MichaelPhelps to participate in #SharkWeek this summer https://t.co/UrGZq1C4XH https://t.co/UKvfzqhUv9,29,0
846784218675994625,Tue Mar 28 18:01:04 +0000 2017,Darlene Cates the morbidly obese mother in 'What's Eating Gilbert Grape' dies at age 69. https://t.co/eF2aBgXaAq,107,126
846783577031409664,Tue Mar 28 17:58:31 +0000 2017,RT @AP_Politics: Number of Democrats opposing Judge Neil Gorsuch's appointment to the Supreme Court reaches at least 20: https://t.co/DuFhf…,88,0
846781995766235138,Tue Mar 28 17:52:14 +0000 2017,RT @APCentralRegion: What’s next for key players in the #DAPL saga now that the developer is close to starting the flow of the oil? https:/…,26,0
846779950917148675,Tue Mar 28 17:44:07 +0000 2017,RT @APSouthRegion: Former sheriff who acknowledged meth addiction gets home confinement for taking drugs from police storage. https://t.co/…,35,0
846779921502482432,Tue Mar 28 17:44:00 +0000 2017,RT @AP_Top25: 2nd team #APAllAmerica: Williams-Goss (Gonzaga) Kennard (Duke) Monk (Kentucky) Brooks (Oregon) Motley (Baylor). https://t…,28,0
846779811091681282,Tue Mar 28 17:43:34 +0000 2017,RT @AP_Sports: Indians sign INF Ramirez to 5-year $26 million contract https://t.co/GzDE6HtJby,7,0
846779793035137026,Tue Mar 28 17:43:29 +0000 2017,RT @AP_Sports: Lionel Messi banned from Argentina's next four World Cup qualifying games dealing a blow to its campaign to qualify https:/…,50,0
846776386840924160,Tue Mar 28 17:29:57 +0000 2017,Fox's Bill O'Reilly says he's distracted by California Rep. Maxine Waters' 'James Brown wig' https://t.co/hY7slNKyV6,180,210
846772896013963265,Tue Mar 28 17:16:05 +0000 2017,RT @APWestRegion: How will President Trump's plan to roll back climate change regulations affect the coal industry? AP explains: https://t.…,43,0
846771153511370752,Tue Mar 28 17:09:09 +0000 2017,RT @APBusiness: #Coke #Pepsi looking to cash in on rising popularity of bottled #water. @candicechoi explains https://t.co/qw4ZyVgHz9,18,0
846771098712772608,Tue Mar 28 17:08:56 +0000 2017,RT @AP_NFL: NFL owners to consider series of rules changes at meeting today including shorter overtime https://t.co/QH9eYFjYFh,17,0
846769438749810688,Tue Mar 28 17:02:21 +0000 2017,RT @AP_Oddities: NJ man gets his wish returns to his old job on his 100th birthday. https://t.co/qubiXrcvFd #odd,32,0
846769118116229120,Tue Mar 28 17:01:04 +0000 2017,Alec Baldwin is 'stunned' at popularity of his impersonation of President Trump on 'Saturday Night Live' https://t.co/bvyRLNPh2K,127,466
846766682316165120,Tue Mar 28 16:51:23 +0000 2017,RT @APSouthRegion: Police say two Miami officers have been wounded in an 'ambush-style' shooting while investigating gang activity. https:/…,50,0
846764960847941634,Tue Mar 28 16:44:33 +0000 2017,RT @APEastRegion: Exclusive: Juror says 2001 email about Jerry Sandusky's abuse was key to convicting ex-Penn State president. Story: https…,24,0
846761561033183234,Tue Mar 28 16:31:02 +0000 2017,Secret Service takes man into custody who was carrying a package near the White House. https://t.co/8otarVBBRy,137,126
846758289530654722,Tue Mar 28 16:18:02 +0000 2017,RT @AP_Top25: Frank Mason of Kansas was unanimously picked to #APAllAmerica team by 65-member media panel that votes on AP Top 25. https://…,83,0
846756262608035840,Tue Mar 28 16:09:59 +0000 2017,RT @APCentralRegion: Kansas' GOP-controlled Legislature approves expansion of Medicaid program under federal Affordable Care Act. https://t…,125,0
846755815000358912,Tue Mar 28 16:08:12 +0000 2017,RT @AP_Top25: BREAKING: Mason of Kansas Villanova’s Hart Purdue’s Swanigan UCLA’s Ball Jackson of UNC on #APAllAmerica team. https://t.…,148,0
846755486577889282,Tue Mar 28 16:06:54 +0000 2017,"RT @AP_Oddities: ""They figured they couldn't find anybody older:"" Woman 101 celebrates centennial of a Pennsylvania borough. https://t.co…",15,0
846754008102567936,Tue Mar 28 16:01:02 +0000 2017,Parents of a mentally and physically disabled NY teen charged with killing him setting family's home on fire. https://t.co/1ZmSS7R62b,54,41
846753732339679234,Tue Mar 28 15:59:56 +0000 2017,RT @APCentralRegion: #Oklahoma could soon join Louisiana and Texas in allowing hunters to shoot feral #hogs from helicopters. https://t.co/…,44,0
846746461652094976,Tue Mar 28 15:31:02 +0000 2017,At least 16 people injured after someone sprayed pepper spray or a similar chemical inside a San Francisco mall. https://t.co/831oRIglEf,172,87
846745476556902400,Tue Mar 28 15:27:08 +0000 2017,RT @APCentralRegion: President #Trump lauds #Ford’s plan to invest $1.2 billion in 3 Michigan facilities add 130 jobs. https://t.co/7RjHbk…,29,0
846744202562191360,Tue Mar 28 15:22:04 +0000 2017,The Latest: House Speaker Paul Ryan says Rep. Nunes should continue to lead House intel panel's Russia probe. https://t.co/Ntj53PQBYw,143,147
846739298456088576,Tue Mar 28 15:02:35 +0000 2017,"Ad: 3/28/1969: Ike died in Washington DC at age 78 - Get @AP book ""Dwight D. Eisenhower"" https://t.co/AT4vNVhtMX https://t.co/i7LU7EbHAH",62,116
846734907892269057,Tue Mar 28 14:45:08 +0000 2017,A 4-year-old girl has her cellphone back thanks to some quick work by Florida sheriff's deputies. https://t.co/lsturPrF2t,24,62
846734649988710400,Tue Mar 28 14:44:06 +0000 2017,The Latest: House intel chairman Rep. Devin Nunes rebuffs call to step down from Russia investigation. https://t.co/gveMSDyYe2,114,132
846733251540668417,Tue Mar 28 14:38:33 +0000 2017,RT @AP_Sports: MORE: FIFA bans Lionel Messi for 4 World Cup qualifying games for abusing Assistant Referee during Chile game. https://t.co/…,79,0
846732689055109123,Tue Mar 28 14:36:19 +0000 2017,RT @AP_NFL: NFL owners approve Raiders' move to Las Vegas so what now? https://t.co/J7RhYsQE1U,26,0
846731727867449345,Tue Mar 28 14:32:30 +0000 2017,RT @AP_Oddities: J is not OK: Swiss court rejects J as baby's given name in the best interests of the child. https://t.co/XbOhUtaKBU #odd,38,0
846731700713525248,Tue Mar 28 14:32:23 +0000 2017,RT @AP_Archive: #OTD In 1969 the 34th president of the United States Dwight D. Eisenhower died in Washington D.C. at age 78 https://t.c…,58,0
